months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,policy_bind_date_year,policy_bind_date_month,policy_bind_date_day,incident_date_year,incident_date_month,incident_date_day,policy_to_incident_days,fraud_reported
200,40,932502,IL,100/300,1000,1439.34,0,444822,FEMALE,High School,sale,exercise,other-relative,45300,-20400,Vehicle Theft,Rear Collision,Minor Damage,Police,VA,riverwood,2577 washington drive,9,1,NO,0,0,NO,3690,410,410,2870,ford,escape,2015,2010,5,11,2015,1,1,1696,0
31,32,231548,IL,100/300,2000,1263.48,4000000,442948,FEMALE,JD,,hiking,wife,46800,-87300,Single Vehicle Collision,Side Collision,Major Damage,Fire,WV,hillsdale,6536 mlk hwy,10,1,NO,2,0,NO,63600,5300,10600,47700,audi,a5,1997,1999,9,7,2015,2,7,5632,1
151,36,485372,OH,250/500,2000,870.63,0,431725,FEMALE,MD,,kayaking,own-child,94800,-58500,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,hillsdale,2299 1st st,12,3,NO,1,1,NO,62920,11440,5720,45760,ford,escape,2000,2005,2,26,2015,1,6,3601,0
128,29,743330,OH,500/1000,1000,1878.44,0,450746,MALE,High School,,golf,husband,0,-76000,Single Vehicle Collision,Rear Collision,Total Loss,Fire,VA,riverwood,9169 cherokee hwy,2,1,NO,0,0,NO,59070,5370,5370,48330,chevrolet,malibu,2003,2010,11,4,2015,2,20,1569,0
191,33,585324,OH,500/1000,2000,1551.61,0,470670,MALE,High School,,movie,unmarried,45000,-30400,Vehicle Theft,Rear Collision,Minor Damage,nan,WV,arlington,8306 1st drive,3,1,YES,1,1,NO,2250,250,250,1750,toyota,corolla,2005,2008,2,25,2015,2,21,2553,0
217,41,431876,IL,500/1000,2000,875.15,0,442479,FEMALE,Associate,,skydiving,own-child,46700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,arlington,8957 weaver drive,15,3,NO,1,2,NO,37840,0,4730,33110,accura,rsx,1996,2005,11,27,2015,2,10,3362,0
245,42,218456,IL,500/1000,1000,1575.74,7000000,614265,MALE,JD,,chess,other-relative,0,-68900,Parked Car,Rear Collision,Minor Damage,Police,PA,springfield,9685 sky ridge,19,1,NO,2,2,NO,6490,590,1180,4720,toyota,camry,2011,2002,7,16,2015,2,20,4602,1
154,34,840225,OH,100/300,1000,1041.36,0,448436,FEMALE,JD,,,husband,53100,-43900,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,hillsdale,7535 5th lane,18,4,NO,2,3,YES,74360,13520,13520,47320,toyota,highlander,2005,1999,10,5,2015,1,26,5592,1
461,61,781181,OH,100/300,2000,1402.75,0,449557,MALE,JD,,exercise,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,columbus,4268 2nd ave,10,3,NO,2,1,YES,72100,7210,14420,50470,jeep,wrangler,2006,2005,6,27,2015,2,18,3523,0
98,31,171183,IN,100/300,500,671.92,0,468300,MALE,Masters,,,wife,0,-26400,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,riverwood,5790 flute ridge,3,1,NO,2,0,NO,64080,7120,7120,49840,ford,escape,1997,1990,2,1,2015,1,24,9123,0
126,30,248467,IL,250/500,2000,1171.75,0,472163,FEMALE,Associate,,,not-in-family,46500,-42700,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,northbend,3419 apache st,23,1,NO,2,3,NO,48730,4430,4430,39870,chevrolet,malibu,2011,2012,10,6,2015,1,31,847,0
34,34,409074,OH,500/1000,500,1295.87,0,438529,FEMALE,PhD,,chess,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,columbus,3998 4th hwy,4,3,NO,1,0,NO,50800,5080,5080,40640,audi,a3,1997,1992,3,19,2015,1,13,8335,1
215,38,833321,IN,250/500,500,1405.71,0,465376,FEMALE,PhD,,camping,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,arlington,9878 washington ave,10,1,NO,0,1,NO,70700,7070,14140,49490,volkswagen,passat,2008,2010,3,1,2015,2,1,1798,0
414,52,373935,IN,500/1000,500,1335.13,0,452647,FEMALE,High School,,chess,unmarried,44000,-71000,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,northbend,3707 oak ridge,13,1,YES,1,1,NO,54810,6090,6090,42630,chevrolet,silverado,1999,2003,2,13,2015,1,7,4346,1
319,47,527945,IN,250/500,500,1307.11,0,600648,MALE,College,,dancing,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,northbrook,2804 best st,22,3,NO,0,2,NO,59730,10860,10860,38010,audi,a3,2005,1992,4,14,2015,2,17,8344,0
192,35,582011,IL,100/300,1000,1245.89,0,435481,FEMALE,Masters,,movie,wife,0,-40300,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,springfield,6011 britain st,19,1,NO,0,0,NO,76600,15320,7660,53620,mercedes,c300,2000,1997,3,10,2015,1,1,6506,0
148,36,211578,IL,500/1000,1000,1236.32,5000000,616929,FEMALE,MD,,hiking,own-child,55100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,northbrook,3488 flute lane,0,1,NO,2,0,NO,61050,5550,11100,44400,dodge,neon,2009,1996,1,4,2015,1,10,6946,0
105,33,830414,IL,500/1000,500,1310.76,0,476737,FEMALE,High School,,kayaking,not-in-family,0,-40900,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,northbrook,9279 oak hwy,8,1,YES,0,1,NO,70290,12780,6390,51120,accura,mdx,2008,1996,7,8,2015,2,17,6798,0
30,31,247116,IL,250/500,2000,1153.35,0,430714,MALE,PhD,,golf,not-in-family,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,NY,hillsdale,3590 best hwy,9,1,NO,2,1,YES,5760,960,960,3840,suburu,impreza,2011,2012,6,2,2015,2,2,975,0
166,37,666333,IL,100/300,2000,1337.28,8000000,610393,MALE,JD,,reading,husband,27500,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,riverwood,9038 2nd lane,10,3,NO,2,2,NO,67140,7460,7460,52220,ford,f150,2006,2008,6,19,2015,2,28,2445,1
77,27,797934,IN,500/1000,2000,966.26,0,471704,FEMALE,High School,,,own-child,56400,-32800,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,springfield,6874 maple ridge,1,3,YES,0,0,NO,67200,6720,6720,53760,volkswagen,passat,1995,1999,4,7,2015,2,6,5784,0
11,39,623648,IL,250/500,2000,1470.06,0,431683,MALE,PhD,,yachting,husband,56600,-45800,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,riverwood,4296 pine hwy,22,1,YES,0,1,NO,65790,7310,7310,51170,saab,93,2007,1993,5,19,2015,1,7,7903,0
303,50,521694,IL,100/300,2000,836.11,5000000,464230,MALE,Masters,sale,camping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,springfield,9751 tree st,1,4,YES,1,2,NO,72840,12140,6070,54630,dodge,neon,2010,1997,3,3,2015,1,20,6532,0
235,42,543610,OH,100/300,500,1253.12,4000000,462283,FEMALE,Masters,,dancing,other-relative,38400,0,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,northbend,1558 1st ridge,22,1,YES,2,2,NO,87010,7910,15820,63280,ford,f150,2002,2002,5,26,2015,1,6,4608,0
399,55,984948,IL,500/1000,2000,995.56,0,464665,MALE,JD,,sleeping,not-in-family,0,-65400,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,northbend,1316 britain ridge,23,3,YES,1,1,YES,88400,17680,8840,61880,nissan,pathfinder,2010,1993,4,14,2015,2,7,7969,0
242,44,664732,IL,500/1000,2000,1396.89,6000000,618127,FEMALE,College,,chess,other-relative,0,-61600,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,springfield,1469 lincoln drive,15,3,NO,1,2,YES,66900,6690,13380,46830,suburu,forrestor,1999,2003,7,30,2015,2,4,4207,1
282,48,886473,OH,500/1000,2000,1422.56,7000000,473705,FEMALE,MD,,,husband,26900,-55300,Vehicle Theft,Rear Collision,Minor Damage,nan,WV,springfield,2809 francis lane,7,1,NO,1,2,NO,3520,640,320,2560,accura,mdx,2013,1991,3,10,2015,2,9,8737,0
99,28,369941,OH,100/300,500,1330.39,0,612664,MALE,MD,,basketball,wife,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,columbus,8766 lincoln lane,3,1,NO,2,2,YES,49900,4990,9980,34930,dodge,neon,1998,2007,7,24,2015,1,22,2739,0
386,53,630683,OH,250/500,500,1078.65,0,615730,MALE,JD,,camping,not-in-family,36800,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,northbend,1364 best st,16,1,NO,2,3,YES,66660,12120,6060,48480,honda,civic,2006,2007,10,23,2015,1,3,2629,0
17,39,774895,IL,250/500,1000,840.95,0,431202,FEMALE,JD,,hiking,unmarried,32500,-80800,Parked Car,Rear Collision,Trivial Damage,Police,SC,arlington,7042 maple ridge,9,1,NO,2,1,NO,3440,430,430,2580,suburu,legacy,2002,2006,10,28,2015,2,26,3043,0
26,42,287436,OH,100/300,1000,1484.48,0,613849,MALE,PhD,,sleeping,not-in-family,50700,-36300,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,riverwood,3100 best st,10,1,NO,2,3,NO,63030,5730,11460,45840,saab,92x,1996,2010,9,11,2015,2,24,1627,0
147,37,672416,IN,500/1000,2000,1375.29,0,609226,FEMALE,Masters,,chess,own-child,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,columbus,9942 tree ave,11,3,NO,0,1,NO,56160,6240,6240,43680,ford,fusion,2015,2013,4,20,2015,1,31,651,1
93,31,599174,IL,100/300,2000,1017.18,0,431354,FEMALE,MD,,paintball,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,arlington,2014 rock ave,21,3,YES,1,3,NO,48070,8740,8740,30590,saab,92x,2014,2008,1,14,2015,2,17,2591,0
246,45,272910,IN,250/500,500,1594.37,0,606283,MALE,Associate,,,own-child,0,0,Parked Car,Rear Collision,Trivial Damage,nan,SC,riverwood,5630 1st drive,13,1,NO,0,3,YES,7260,660,1320,5280,saab,92x,2008,1999,8,12,2015,1,18,5638,0
421,56,728025,IN,100/300,500,1935.85,4000000,470826,MALE,Masters,,reading,own-child,49500,-81100,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,hillsdale,2217 tree lane,7,1,NO,2,3,NO,92730,16860,8430,67440,mercedes,e400,2004,1990,2,15,2015,1,12,9097,1
111,27,514065,IN,250/500,500,1363.77,4000000,604377,FEMALE,Masters,,exercise,husband,51100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,springfield,9748 sky drive,12,1,YES,2,3,NO,90970,16540,16540,57890,accura,rsx,2009,2009,1,4,2015,1,17,2204,0
465,63,531160,IL,250/500,500,1006.99,6000000,458936,FEMALE,Masters,sale,,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,columbus,8198 embaracadero lane,7,1,NO,0,3,NO,43560,4840,4840,33880,suburu,legacy,2015,2012,1,12,2015,2,5,1120,0
259,44,831668,OH,250/500,2000,1655.79,0,454529,FEMALE,Masters,,exercise,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,northbend,3127 flute st,8,1,YES,0,0,YES,105820,16280,16280,73260,audi,a3,2002,1996,4,10,2015,1,15,6854,0
286,47,615047,IN,250/500,500,1386.93,0,457130,MALE,High School,,,husband,54100,-77600,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,springfield,8188 tree ave,15,3,YES,0,0,NO,65800,13160,6580,46060,accura,tl,2001,2002,11,20,2015,1,17,4441,0
115,30,903785,OH,500/1000,500,1757.21,0,477695,MALE,High School,,,wife,46400,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,northbend,1589 pine st,12,3,NO,1,0,YES,49140,5460,5460,38220,ford,f150,2007,2000,8,24,2015,2,2,5275,0
313,47,431478,IN,250/500,1000,1556.17,0,463835,MALE,College,,reading,wife,63900,-53300,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,hillsdale,3263 pine ridge,20,1,YES,1,3,NO,40260,3660,7320,29280,accura,mdx,1996,2013,4,3,2015,2,7,675,1
375,50,120485,OH,100/300,1000,1275.39,0,466283,MALE,Associate,sale,,other-relative,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,riverwood,8150 washington ridge,16,1,YES,2,3,NO,37280,0,0,37280,audi,a5,1996,2007,2,18,2015,2,12,2916,1
254,41,496067,IL,250/500,500,1581.27,5000000,603827,FEMALE,PhD,,skydiving,own-child,42200,-48000,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,riverwood,3029 5th ave,8,1,YES,2,2,NO,63470,5770,11540,46160,bmw,x6,1999,1995,12,22,2015,1,7,6956,0
225,41,330591,OH,500/1000,2000,1103.58,0,475292,MALE,High School,,exercise,unmarried,41200,-36200,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,northbend,3814 britain drive,20,3,NO,2,2,NO,70400,6400,12800,51200,toyota,highlander,2011,1993,8,5,2015,1,19,7837,1
188,37,786103,OH,100/300,500,1457.21,0,471785,FEMALE,JD,,hiking,own-child,46300,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,columbus,5499 elm hwy,6,1,NO,2,0,YES,45000,5000,5000,35000,suburu,forrestor,2003,1994,9,24,2015,1,17,7420,0
369,53,936638,OH,250/500,2000,1459.93,0,438584,FEMALE,Masters,,,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,springfield,1123 5th lane,10,2,YES,1,3,NO,77990,7090,14180,56720,jeep,wrangler,2012,1995,5,20,2015,2,9,7205,0
283,46,487356,IL,500/1000,2000,1313.33,0,455332,FEMALE,PhD,,reading,husband,53500,-73600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,riverwood,4434 lincoln ave,3,3,NO,1,3,NO,77660,7060,14120,56480,nissan,maximum,2004,2000,8,30,2015,1,9,5245,1
165,37,429027,IL,100/300,1000,1137.03,0,603195,MALE,Associate,,,unmarried,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,columbus,3525 3rd hwy,23,3,NO,2,2,YES,51590,9380,9380,32830,audi,a5,2015,1990,2,3,2015,2,27,9155,0
328,46,174701,IL,500/1000,500,1314.6,0,458139,FEMALE,MD,,exercise,not-in-family,24800,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,hillsdale,8782 3rd st,0,1,NO,2,3,NO,70290,12780,6390,51120,saab,92x,1998,1996,6,19,2015,2,23,6823,1
3,38,941851,OH,500/1000,1000,1310.8,0,431289,FEMALE,Masters,,paintball,unmarried,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NC,northbrook,6045 andromedia st,20,1,YES,0,1,NO,87200,17440,8720,61040,honda,accord,2006,1991,7,16,2015,2,22,8622,0
371,52,740505,IL,250/500,1000,1242.96,7000000,449800,FEMALE,High School,,paintball,own-child,0,-37100,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,riverwood,5838 pine lane,2,2,YES,2,0,NO,88920,6840,13680,68400,accura,rsx,2010,1997,10,12,2015,2,22,6342,0
196,36,602410,IN,250/500,2000,1463.07,0,615611,MALE,MD,,skydiving,own-child,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,WV,springfield,4939 best st,3,1,NO,1,1,NO,5300,530,530,4240,jeep,grand cherokee,2001,1996,1,16,2015,1,24,6948,1
245,44,303987,IL,500/1000,1000,1168.2,0,452787,MALE,JD,,basketball,husband,69100,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,OH,springfield,7459 flute st,23,3,NO,0,3,NO,44280,7380,3690,33210,honda,accord,1997,1993,9,30,2015,2,11,7804,0
118,28,283414,IN,500/1000,2000,1207.36,0,432896,FEMALE,High School,,camping,own-child,0,-57000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,columbus,7428 sky hwy,22,2,NO,1,0,NO,74200,7420,14840,51940,volkswagen,passat,1997,1991,12,28,2015,3,1,8464,0
130,28,542245,OH,500/1000,1000,1003.15,0,462377,FEMALE,JD,,movie,other-relative,0,-38500,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,hillsdale,4652 flute drive,21,2,YES,2,1,NO,85020,13080,13080,58860,ford,fusion,2010,1991,11,25,2015,1,23,8460,0
263,43,458829,IN,500/1000,1000,1294.04,0,602670,FEMALE,Masters,,movie,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,riverwood,1515 pine lane,17,1,YES,2,3,YES,79320,13220,6610,59490,nissan,ultima,1997,1996,7,6,2015,1,8,6760,0
241,38,872734,IN,100/300,2000,1003.23,0,470485,FEMALE,Associate,,kayaking,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,arlington,4955 lincoln ridge,23,3,NO,0,3,YES,77880,12980,12980,51920,accura,mdx,2008,1990,5,19,2015,1,17,9009,0
396,57,587498,IL,500/1000,500,1351.72,0,612102,MALE,High School,,camping,wife,0,-49400,Parked Car,Rear Collision,Minor Damage,nan,NY,springfield,3995 lincoln hwy,3,1,YES,1,3,NO,2640,480,480,1680,volkswagen,passat,2000,1996,10,15,2015,2,5,6687,0
84,30,844007,IN,500/1000,2000,1827.38,0,433593,MALE,Associate,,polo,other-relative,0,-15900,Vehicle Theft,Rear Collision,Trivial Damage,Police,VA,springfield,6068 2nd st,9,1,YES,1,3,NO,4620,420,840,3360,audi,a5,1998,1995,7,17,2015,1,15,7122,0
284,43,961496,IL,250/500,500,1123.84,0,609898,MALE,PhD,,kayaking,other-relative,48200,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,columbus,9529 4th drive,12,3,NO,0,0,YES,36960,6720,3360,26880,chevrolet,tahoe,2007,1992,1,5,2015,1,23,8419,0
334,50,797634,OH,500/1000,500,1216.24,0,613945,MALE,Masters,,polo,wife,26700,-47200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,columbus,8639 5th hwy,7,1,NO,2,0,NO,50000,5000,10000,35000,chevrolet,silverado,2008,2009,11,12,2015,1,14,1889,0
334,47,156694,IL,500/1000,500,1238.89,0,600561,MALE,Masters,,sleeping,other-relative,0,0,Vehicle Theft,Rear Collision,Minor Damage,nan,WV,northbend,9154 mlk hwy,3,1,NO,0,3,NO,6240,960,960,4320,ford,fusion,2011,2001,5,24,2015,1,31,5000,0
210,35,131478,IL,500/1000,1000,1346.27,0,468508,MALE,Masters,,,not-in-family,44900,-91400,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,arlington,6492 4th lane,11,1,NO,0,2,NO,58200,5820,5820,46560,bmw,x5,2013,1991,12,25,2015,1,3,8410,0
205,42,471938,IL,100/300,2000,1387.7,4000000,470104,FEMALE,High School,,skydiving,other-relative,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,columbus,3915 embaracadero st,19,1,NO,2,1,NO,86130,15660,15660,54810,chevrolet,silverado,1995,2008,2,3,2015,1,18,2541,0
161,38,192524,IL,100/300,2000,1133.85,0,439870,MALE,PhD,,exercise,not-in-family,60200,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,springfield,2272 embaracadero drive,0,3,YES,2,2,YES,60480,5040,15120,40320,volkswagen,jetta,2003,2004,1,2,2015,1,3,4019,0
204,38,420815,IL,100/300,2000,1124.47,0,616161,FEMALE,MD,,kayaking,wife,0,-45100,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,northbrook,6848 elm hwy,5,1,NO,0,1,NO,90530,16460,16460,57610,ford,f150,2003,2000,11,15,2015,2,14,5204,0
150,37,649800,OH,500/1000,1000,1007.0,0,466238,FEMALE,PhD,,,unmarried,30400,-89400,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,arlington,7973 4th st,9,1,NO,0,2,NO,80080,12320,12320,55440,chevrolet,silverado,2013,2014,3,16,2015,1,27,317,0
385,51,178081,IN,250/500,1000,976.37,0,602842,FEMALE,MD,,reading,husband,0,-61000,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,WV,riverwood,1422 flute ave,14,3,NO,1,3,NO,67600,13520,6760,47320,suburu,legacy,2007,1990,7,20,2015,2,18,8979,0
255,46,760700,IL,250/500,500,1302.34,0,431532,FEMALE,JD,,,own-child,0,-52600,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,northbrook,1376 pine st,2,3,NO,1,0,NO,57860,5260,10520,42080,volkswagen,jetta,2011,2006,11,25,2015,1,12,2970,0
29,32,669809,OH,100/300,1000,1722.5,0,453713,MALE,High School,,,wife,0,-21500,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,columbus,9439 mlk st,22,1,NO,0,2,NO,76900,7690,7690,61520,jeep,wrangler,1995,2002,4,5,2015,1,13,4666,0
246,45,889883,IL,250/500,1000,1665.45,0,445853,MALE,JD,,hiking,wife,34400,-33100,Multi-vehicle Collision,Side Collision,Major Damage,Fire,PA,columbus,7162 maple ave,9,3,NO,2,2,NO,53280,11840,5920,35520,toyota,camry,2006,1999,2,3,2015,1,29,5839,1
255,45,113516,IL,500/1000,500,1192.27,0,600184,MALE,High School,sale,,own-child,0,-40200,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,riverwood,3311 2nd drive,16,1,NO,2,0,YES,67320,12240,12240,42840,ford,fusion,2006,1990,10,13,2015,1,4,8849,0
398,53,793948,IL,100/300,2000,1396.43,0,448722,FEMALE,Associate,,,unmarried,21500,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,hillsdale,1620 oak ave,16,1,YES,2,1,NO,47430,5270,5270,36890,toyota,camry,2000,1990,12,20,2015,1,29,8806,0
5,21,577992,IN,250/500,500,915.41,5000000,612316,FEMALE,High School,,sleeping,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,northbrook,8456 1st ave,23,1,YES,0,0,NO,40500,4050,4050,32400,nissan,pathfinder,1998,2002,11,13,2015,2,11,4473,0
107,31,356590,IN,250/500,500,1239.22,7000000,476458,FEMALE,High School,,paintball,not-in-family,43400,-91200,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,springfield,9169 pine ridge,12,1,YES,0,1,NO,89700,13800,13800,62100,audi,a5,2009,2011,8,17,2015,1,30,1262,1
119,27,515698,IN,250/500,2000,1097.64,0,614812,MALE,High School,,,other-relative,27100,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,PA,northbend,1133 apache st,16,2,NO,1,0,NO,63720,7080,21240,35400,accura,tl,2006,1997,8,5,2015,2,6,6394,0
202,38,320251,IL,100/300,2000,1132.74,0,616120,FEMALE,Associate,,exercise,husband,0,-37500,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,hillsdale,7061 cherokee drive,12,1,YES,1,1,NO,77440,7040,14080,56320,nissan,ultima,2005,2009,1,24,2015,2,4,2202,0
194,34,884365,IN,100/300,1000,1423.34,0,454399,MALE,Associate,sale,camping,not-in-family,55300,-37900,Vehicle Theft,Rear Collision,Minor Damage,nan,WV,riverwood,8453 elm st,0,1,YES,0,3,NO,9100,1400,1400,6300,chevrolet,malibu,2003,1994,5,17,2015,1,21,7554,0
152,33,626208,OH,100/300,1000,840.81,0,613607,FEMALE,High School,,chess,husband,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,arlington,4876 washington drive,2,1,YES,0,2,NO,82610,7510,7510,67590,ford,escape,2002,2005,5,8,2015,2,14,3569,1
456,60,556080,OH,250/500,1000,766.19,0,612260,FEMALE,Associate,sale,kayaking,husband,0,0,Parked Car,Rear Collision,Minor Damage,Police,WV,columbus,1416 cherokee ridge,6,1,NO,0,3,NO,5060,460,920,3680,mercedes,e400,2007,1996,11,11,2015,2,26,6681,0
239,40,488724,IN,100/300,500,1463.95,0,430567,FEMALE,JD,sale,skydiving,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,springfield,4545 4th ridge,20,3,NO,0,0,YES,69740,6340,6340,57060,dodge,neon,2003,2004,11,29,2015,2,11,3726,0
79,25,732169,OH,500/1000,500,1863.04,0,462698,FEMALE,Associate,,paintball,not-in-family,53400,-35200,Single Vehicle Collision,Front Collision,Total Loss,Fire,VA,northbend,8215 flute drive,0,1,NO,2,1,NO,67800,13560,6780,47460,mercedes,c300,1995,2000,11,5,2015,2,13,5213,0
187,37,125591,IN,500/1000,1000,1412.06,5000000,450947,FEMALE,Masters,,reading,not-in-family,60100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,riverwood,7082 oak ridge,21,1,NO,0,3,NO,57700,5770,5770,46160,nissan,maximum,2000,2013,8,8,2015,1,16,526,0
316,45,164988,IL,100/300,2000,1290.74,5000000,430832,FEMALE,High School,,kayaking,husband,58300,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,springfield,5868 sky hwy,6,3,NO,2,0,YES,78870,7170,14340,57360,suburu,legacy,2013,2013,12,23,2015,2,12,416,0
286,41,634499,IL,250/500,1000,999.43,0,477947,MALE,College,,paintball,wife,25800,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,WV,northbend,2878 britain hwy,3,1,YES,2,0,NO,4100,820,410,2870,chevrolet,malibu,2009,2000,8,26,2015,1,1,5241,0
209,38,395983,OH,100/300,500,1355.08,0,614945,FEMALE,MD,,golf,other-relative,58100,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,northbrook,2204 washington lane,21,1,NO,1,1,NO,47300,4730,4730,37840,nissan,pathfinder,2014,2009,11,8,2015,1,19,1898,0
270,44,701521,IL,500/1000,2000,1030.95,0,435985,FEMALE,Associate,,paintball,other-relative,47200,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,northbend,2865 maple lane,20,3,NO,1,0,NO,35900,7180,3590,25130,audi,a3,2007,2003,7,5,2015,2,3,4231,1
121,34,626808,OH,100/300,1000,936.61,0,464652,FEMALE,MD,,,wife,52800,-32800,Parked Car,Rear Collision,Minor Damage,nan,SC,springfield,6582 elm lane,5,1,NO,1,1,NO,7280,1120,1120,5040,toyota,highlander,2010,2012,10,26,2015,1,8,804,0
448,57,431283,IL,100/300,2000,1376.16,0,466555,FEMALE,PhD,,hiking,own-child,38600,-50300,Multi-vehicle Collision,Front Collision,Major Damage,Police,SC,arlington,5997 embaracadero drive,10,3,NO,2,1,NO,47760,5970,5970,35820,suburu,impreza,2013,2005,3,31,2015,2,4,3597,1
107,26,727792,OH,100/300,500,974.59,0,466838,FEMALE,JD,,skydiving,wife,62800,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,arlington,3416 washington drive,14,3,NO,1,0,NO,59700,11940,11940,35820,nissan,ultima,2002,2014,5,19,2015,1,18,244,0
162,31,386690,IN,100/300,1000,1050.24,0,456789,FEMALE,Masters,,chess,wife,30700,0,Parked Car,Rear Collision,Minor Damage,nan,NC,arlington,5480 3rd ridge,7,1,NO,0,0,NO,3600,360,720,2520,bmw,x5,2013,2006,2,21,2015,2,26,3292,1
285,48,159536,IL,100/300,2000,1101.85,0,457875,FEMALE,College,sale,dancing,wife,46100,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,springfield,3171 andromedia lane,9,1,NO,1,2,YES,33480,3720,3720,26040,nissan,pathfinder,2012,2013,2,4,2015,2,27,753,0
